# This file contains the data of initial population
# of objectives = 2, # of constraints = 0, # of real_var = 30, # of bits of bin_var = 0, constr_violation, rank, crowding_distance
6.872373e-001	3.749171e+000	6.872373e-001	7.408646e-001	9.150539e-001	7.384384e-001	9.187407e-001	5.330111e-001	1.641136e-001	1.631619e-001	5.632460e-001	2.265498e-001	7.135216e-001	1.150111e-001	4.384056e-002	5.274403e-001	6.636881e-001	8.490746e-001	7.041346e-002	4.155801e-001	8.182097e-001	2.930009e-001	2.350696e-001	8.636452e-001	6.486325e-001	8.314556e-001	5.462571e-001	5.447628e-001	2.123651e-001	8.724735e-001	8.599585e-001	1.674722e-001	0.000000e+000	7	7.233997e-002
9.508975e-001	2.938996e+000	9.508975e-001	9.161063e-001	1.765532e-001	4.371383e-001	9.371282e-001	2.300221e-001	3.717396e-001	1.934351e-001	3.273762e-001	6.009254e-001	3.934865e-002	8.311603e-001	4.154992e-001	2.475784e-001	6.316258e-001	9.388176e-002	5.229296e-002	6.520569e-001	2.202485e-001	4.033186e-001	3.696348e-001	5.166147e-001	3.188694e-001	9.329699e-001	7.711310e-001	5.643114e-001	4.779156e-001	8.013102e-001	6.887186e-001	1.612715e-001	0.000000e+000	3	1.000000e+014
9.706785e-001	3.489903e+000	9.706785e-001	8.357857e-001	9.623206e-001	1.872011e-001	8.823613e-001	6.995118e-001	7.962622e-001	8.958145e-001	5.698063e-001	7.967816e-001	4.183566e-001	1.953317e-001	4.148910e-001	9.233661e-001	7.184549e-001	5.447758e-001	7.156625e-001	3.149354e-001	7.751261e-001	9.804514e-001	7.344495e-001	7.116324e-002	1.712399e-001	6.200634e-003	9.802190e-001	8.032063e-002	2.142326e-001	2.499372e-001	5.476683e-002	5.305103e-001	0.000000e+000	7	1.000000e+014
5.754774e-001	3.534125e+000	5.754774e-001	2.976206e-001	7.575699e-001	8.041438e-001	6.209921e-001	6.358286e-001	6.082043e-004	3.242123e-001	9.131708e-001	5.491059e-001	3.366304e-001	3.371215e-001	4.451223e-001	4.228672e-001	6.351853e-001	4.454515e-001	1.476295e-001	9.267693e-001	6.908104e-001	3.500788e-001	2.279785e-001	7.465434e-001	1.582083e-001	5.857942e-001	6.730579e-001	7.821585e-002	1.581768e-001	5.662091e-001	2.465327e-001	6.989036e-001	0.000000e+000	4	2.128329e-001
4.720499e-001	3.599599e+000	4.720499e-001	9.826437e-001	2.070043e-002	4.601512e-001	8.123506e-002	7.502094e-001	9.920238e-001	2.881808e-001	2.730035e-001	3.971464e-001	7.888932e-001	7.786340e-001	8.431577e-002	6.303726e-001	5.064710e-001	3.246199e-001	1.303155e-002	4.204065e-001	3.071610e-001	2.104788e-003	5.605585e-002	6.837281e-001	8.082341e-001	8.316066e-001	1.034275e-001	3.149769e-001	7.368694e-001	3.439926e-001	5.397570e-001	8.856192e-001	0.000000e+000	4	1.155153e-001
8.584414e-003	4.922508e+000	8.584414e-003	3.603142e-002	6.401674e-001	1.519596e-001	5.477372e-001	5.584875e-001	3.608066e-001	7.924946e-001	1.287143e-001	1.208316e-001	1.345979e-001	5.063628e-001	6.887056e-001	2.940229e-001	5.442504e-001	9.383093e-001	3.266017e-001	4.823667e-001	3.580810e-001	3.413464e-001	8.141842e-001	2.645205e-002	3.609135e-001	6.903192e-001	4.360185e-001	3.424763e-001	8.687409e-001	9.124140e-001	5.227476e-001	3.894028e-001	0.000000e+000	2	1.000000e+014
1.995292e-001	4.592596e+000	1.995292e-001	1.594666e-001	1.521718e-001	2.625484e-001	2.825304e-001	5.494937e-001	3.956102e-001	3.363497e-001	9.622207e-001	3.863106e-001	6.864299e-001	9.380398e-001	9.490800e-001	6.607584e-001	2.418717e-001	6.572760e-001	4.473206e-001	1.412874e-001	6.674090e-001	9.725006e-001	8.681286e-001	4.315786e-001	1.700944e-002	4.962164e-001	8.090552e-001	8.765648e-001	4.879956e-001	8.894112e-001	2.652068e-001	8.993745e-003	0.000000e+000	5	2.178753e-001
9.651963e-001	3.506315e+000	9.651963e-001	4.561449e-001	1.664936e-001	7.345211e-001	4.481681e-001	5.683230e-001	2.794719e-002	5.215126e-002	8.869743e-001	4.909887e-001	1.853143e-001	8.149577e-001	3.855804e-001	4.732178e-001	3.826056e-001	9.442613e-003	8.646971e-001	8.812640e-001	5.594537e-001	8.544807e-001	9.793297e-001	6.472073e-001	5.137538e-001	4.242065e-001	7.433843e-001	9.929730e-001	4.176508e-001	8.143803e-001	7.142074e-001	2.694334e-001	0.000000e+000	7	1.229858e-001
3.676630e-001	3.655609e+000	3.676630e-001	2.841984e-001	7.524634e-002	8.953218e-001	5.011156e-001	1.230821e-001	5.634996e-001	1.875405e-001	8.592661e-001	6.478334e-001	5.826235e-001	2.600234e-001	1.079553e-001	1.180199e-001	8.887988e-001	7.843713e-001	5.032556e-001	7.200994e-002	6.567092e-002	8.835918e-001	7.034477e-002	7.503082e-002	5.509993e-001	7.395604e-001	5.975333e-001	1.719465e-001	9.124726e-002	8.391992e-001	9.470525e-001	4.452409e-001	0.000000e+000	2	1.303915e-001
8.404067e-001	4.175711e+000	8.404067e-001	1.928851e-001	2.391409e-001	9.083653e-001	9.252909e-001	7.070024e-001	2.675605e-001	5.844190e-001	5.982342e-001	5.061870e-001	7.926872e-001	8.155931e-001	6.758618e-001	7.841359e-001	9.042989e-001	9.620792e-002	7.741935e-001	8.266731e-001	5.714378e-001	9.017257e-001	5.784516e-001	8.673279e-001	2.689665e-001	5.528726e-001	5.272564e-001	9.131329e-002	8.361054e-001	9.869566e-001	5.758247e-001	4.160797e-001	0.000000e+000	10	1.000000e+014
2.959391e-001	3.568123e+000	2.959391e-001	6.031215e-001	2.610319e-001	1.416464e-001	7.899363e-001	4.444303e-001	4.320935e-001	3.338840e-001	9.844999e-001	6.881634e-001	7.290621e-001	2.453368e-001	4.942331e-001	9.818661e-001	4.918932e-001	2.077030e-001	2.820329e-001	1.866878e-001	7.027698e-002	8.063320e-002	2.551418e-001	8.522427e-001	3.712277e-001	2.916126e-002	2.372851e-001	9.318533e-001	9.749447e-002	1.184290e-001	4.808606e-001	2.749089e-001	0.000000e+000	1	1.317172e-001
9.336765e-001	2.980542e+000	9.336765e-001	5.999191e-001	9.100708e-001	7.771249e-001	5.473504e-001	3.213600e-001	6.939957e-001	2.922427e-001	6.965959e-001	8.141751e-001	5.875057e-001	7.563962e-001	4.908046e-001	6.465839e-001	7.262089e-001	4.961001e-001	2.398052e-001	1.322510e-001	2.899712e-001	1.594600e-001	7.386110e-001	8.685276e-001	9.496418e-002	1.411707e-001	3.622626e-001	3.202466e-003	3.509611e-001	3.645215e-001	2.425859e-001	1.230703e-001	0.000000e+000	3	5.667185e-002
7.380978e-001	3.278636e+000	7.380978e-001	4.164126e-002	2.879040e-001	8.739883e-001	1.415564e-001	4.889406e-001	3.428504e-003	3.352822e-001	7.656843e-001	7.116028e-001	4.222764e-002	5.443680e-002	7.803058e-001	9.211732e-001	5.165308e-001	9.837151e-001	2.762636e-001	8.879905e-001	2.340827e-001	5.808922e-001	7.329729e-001	8.758431e-001	3.577902e-001	5.368112e-001	8.920352e-001	3.120151e-001	3.608248e-002	6.355685e-001	5.840976e-002	3.179315e-001	0.000000e+000	4	2.966703e-001
3.587135e-001	4.087274e+000	3.587135e-001	5.265584e-001	9.849931e-001	7.719474e-001	5.330689e-001	9.760904e-001	5.696314e-001	1.300531e-001	7.424938e-001	2.198366e-001	3.518147e-001	7.389194e-002	5.588853e-002	5.785678e-001	5.638043e-003	9.926845e-001	7.371740e-001	6.043596e-001	4.702274e-001	6.911874e-001	3.148786e-001	7.289530e-001	1.841761e-001	8.051389e-001	3.793843e-001	5.150828e-001	3.029109e-001	1.020409e-001	6.084875e-001	5.128502e-001	0.000000e+000	4	1.369126e-001
4.337971e-001	3.506424e+000	4.337971e-001	2.052291e-001	2.319045e-002	4.917663e-001	6.904129e-001	9.805449e-001	7.244172e-001	3.426053e-001	5.108928e-001	9.910306e-001	5.390896e-001	2.836310e-001	5.428953e-001	2.660136e-001	4.019910e-003	6.916670e-001	5.526514e-001	1.574269e-001	3.769524e-001	9.104153e-003	9.340416e-001	2.708103e-002	5.455595e-001	8.841344e-001	1.534844e-001	5.033680e-001	4.932268e-001	8.153448e-002	5.525241e-001	2.516732e-001	0.000000e+000	3	3.264687e-001
2.270261e-001	3.732799e+000	2.270261e-001	6.191603e-001	7.514632e-001	6.807469e-001	6.818372e-002	4.857604e-001	5.129933e-001	3.125542e-001	1.618133e-003	3.010175e-001	1.845226e-001	4.469327e-001	9.327506e-002	6.820833e-001	3.808370e-001	7.018720e-001	6.386166e-001	9.210044e-001	2.258999e-001	1.171481e-002	8.096841e-001	2.050645e-002	5.596340e-002	2.611771e-001	2.067709e-001	5.860688e-001	2.717272e-001	8.110193e-001	6.222292e-001	4.947845e-001	0.000000e+000	1	1.651590e-001
2.114240e-001	4.128631e+000	2.114240e-001	3.005112e-002	5.092746e-001	6.900131e-001	3.545670e-001	8.366983e-001	8.608120e-001	8.851766e-001	3.021479e-001	5.305035e-002	6.316469e-001	9.315270e-001	3.652376e-001	1.994201e-001	9.135351e-001	9.711176e-001	2.843825e-001	6.773635e-001	5.674156e-001	2.316408e-001	6.822075e-001	4.593053e-001	5.773958e-002	4.024919e-002	1.969750e-001	1.098857e-001	6.145014e-002	3.261799e-001	2.314854e-001	9.909039e-001	0.000000e+000	3	1.080927e-001
